,REGION,TECHNOLOGY,FUEL,YEAR,value,energy_MWh,DiscountFactor,EnergyDiscounted_MWh
19141,Cuba,PWRWND001,ELC01,2024,31.423401682202346,31423.401682202348,1.05,32994.57176631247
19142,Cuba,PWRWND001,ELC01,2025,488.49106251423655,488491.06251423655,1.0,488491.06251423655
19143,Cuba,PWRWND001,ELC01,2026,945.5587233462707,945558.7233462706,0.9523809523809523,900532.1174726386
19144,Cuba,PWRWND001,ELC01,2027,1402.626384178305,1402626.384178305,0.9070294784580498,1272223.4777127483
19145,Cuba,PWRWND001,ELC01,2028,1859.6940450103393,1859694.0450103392,0.863837598531476,1606473.6378450182
19146,Cuba,PWRWND001,ELC01,2029,2316.761705842374,2316761.705842374,0.8227024747918819,1906005.5888995829
19147,Cuba,PWRWND001,ELC01,2030,2722.244,2722244.0,0.7835261664684589,2132949.4055117634
19148,Cuba,PWRWND001,ELC01,2031,2722.244,2722244.0,0.7462153966366274,2031380.386201679
19149,Cuba,PWRWND001,ELC01,2032,2722.244,2722244.0,0.7106813301301214,1934647.986858742
19150,Cuba,PWRWND001,ELC01,2033,2722.244,2722244.0,0.676839362028687,1842521.892246421
19151,Cuba,PWRWND001,ELC01,2034,2722.244,2722244.0,0.6446089162177971,1754782.754520401
19152,Cuba,PWRWND001,ELC01,2035,2722.244,2722244.0,0.6139132535407591,1671221.6709718101
19153,Cuba,PWRWND001,ELC01,2036,2722.244,2722244.0,0.5846792890864373,1591639.6866398193
19154,Cuba,PWRWND001,ELC01,2037,2722.244,2722244.0,0.5568374181775593,1515847.3206093516
19155,Cuba,PWRWND001,ELC01,2038,2722.244,2722244.0,0.5303213506452945,1443664.114866049
19156,Cuba,PWRWND001,ELC01,2039,2722.244,2722244.0,0.5050679529955185,1374918.2046343323
19157,Cuba,PWRWND001,ELC01,2040,2722.244,2722244.0,0.48101709809097,1309445.9091755545
19158,Cuba,PWRWND001,ELC01,2041,2722.244,2722244.0,0.45811152199140004,1247091.3420719567
19159,Cuba,PWRWND001,ELC01,2042,2722.244,2722244.0,0.4362966876108571,1187706.04006853
19160,Cuba,PWRWND001,ELC01,2043,2722.244,2722244.0,0.415520654867483,1131148.6095890764
19161,Cuba,PWRWND001,ELC01,2044,2722.244,2722244.0,0.39573395701665043,1077284.3900848345
19162,Cuba,PWRWND001,ELC01,2045,2722.244,2722244.0,0.3768894828730004,1025985.1334141281
19163,Cuba,PWRWND001,ELC01,2046,2722.244,2722244.0,0.35894236464095275,977128.6984896457
19164,Cuba,PWRWND001,ELC01,2047,2722.244,2722244.0,0.3418498710866216,930598.7604663292
19165,Cuba,PWRWND001,ELC01,2048,2722.244,2722244.0,0.3255713057967825,886284.5337774564
19166,Cuba,PWRWND001,ELC01,2049,2722.244,2722244.0,0.31006791028265,844080.5083594823
19167,Cuba,PWRWND001,ELC01,2050,2722.244,2722244.0,0.29530277169776187,803886.198437602
