REGION,TECHNOLOGY,TIMESLICE,YEAR,value
Atlantis,DS_Imp,IN,2037,0.0
Atlantis,DS_Imp,IN,2038,0.0
Atlantis,DS_Imp,IN,2039,0.0
Atlantis,DS_Imp,IN,2040,0.0
Atlantis,DS_Imp,SD,2014,0.0
Atlantis,DS_Imp,SD,2015,0.0
Atlantis,DS_Imp,SD,2016,0.0
Atlantis,DS_Imp,SD,2017,0.0
Atlantis,DS_Imp,SD,2018,0.0
Atlantis,DS_Imp,SD,2019,0.0
Atlantis,DS_Imp,SD,2020,0.0
Atlantis,DS_Imp,SD,2021,0.0
Atlantis,DS_Imp,SD,2022,0.0
Atlantis,DS_Imp,SD,2023,0.0
Atlantis,DS_Imp,SD,2024,0.0
Atlantis,DS_Imp,SD,2025,0.0
Atlantis,DS_Imp,SD,2026,0.0
Atlantis,DS_Imp,SD,2027,0.0
Atlantis,DS_Imp,SD,2028,0.0
Atlantis,DS_Imp,SD,2029,0.0
Atlantis,DS_Imp,SD,2030,0.0
Atlantis,DS_Imp,SD,2031,0.0
Atlantis,DS_Imp,SD,2032,0.0
Atlantis,DS_Imp,SD,2033,0.0
Atlantis,DS_Imp,SD,2034,0.0
Atlantis,DS_Imp,SD,2035,0.0
Atlantis,DS_Imp,SD,2036,0.0
Atlantis,DS_Imp,SD,2037,0.0
Atlantis,DS_Imp,SD,2038,0.0
Atlantis,DS_Imp,SD,2039,0.0
Atlantis,DS_Imp,SD,2040,0.0
Atlantis,DS_Imp,SN,2014,0.0
Atlantis,DS_Imp,SN,2015,0.0
Atlantis,DS_Imp,SN,2016,0.0
Atlantis,DS_Imp,SN,2017,0.0
Atlantis,DS_Imp,SN,2018,0.0
Atlantis,DS_Imp,SN,2019,0.0
Atlantis,DS_Imp,SN,2020,0.0
Atlantis,DS_Imp,SN,2021,0.0
Atlantis,DS_Imp,SN,2022,0.0
Atlantis,DS_Imp,SN,2023,0.0
Atlantis,DS_Imp,SN,2024,0.0
Atlantis,DS_Imp,SN,2025,0.0
Atlantis,DS_Imp,SN,2026,0.0
Atlantis,DS_Imp,SN,2027,0.0
Atlantis,DS_Imp,SN,2028,0.0
Atlantis,DS_Imp,SN,2029,0.0
Atlantis,DS_Imp,SN,2030,0.0
Atlantis,DS_Imp,SN,2031,0.0
Atlantis,DS_Imp,SN,2032,0.0
Atlantis,DS_Imp,SN,2033,0.0
Atlantis,DS_Imp,SN,2034,0.0
Atlantis,DS_Imp,SN,2035,0.0
Atlantis,DS_Imp,SN,2036,0.0
Atlantis,DS_Imp,SN,2037,0.0
Atlantis,DS_Imp,SN,2038,0.0
Atlantis,DS_Imp,SN,2039,0.0
Atlantis,DS_Imp,SN,2040,0.0
Atlantis,DS_Imp,WD,2014,0.0
Atlantis,DS_Imp,WD,2015,0.0
Atlantis,DS_Imp,WD,2016,0.0
Atlantis,DS_Imp,WD,2017,0.0
Atlantis,DS_Imp,WD,2018,0.0
Atlantis,DS_Imp,WD,2019,0.0
Atlantis,DS_Imp,WD,2020,0.0
Atlantis,DS_Imp,WD,2021,0.0
Atlantis,DS_Imp,WD,2022,0.0
Atlantis,DS_Imp,WD,2023,0.0
Atlantis,DS_Imp,WD,2024,0.0
Atlantis,DS_Imp,WD,2025,0.0
Atlantis,DS_Imp,WD,2026,0.0
Atlantis,DS_Imp,WD,2027,0.0
